timestamp,zone_id,zone_name,wifi_devices,estimated_occupancy,temperature_c,humidity_pct,power_kw,hvac_status,setpoint_c
2026-08-26 00:49:44,zone_6,Office 2,1,1,25.17,51.4,3.35,ACTIVE,23.0
2026-08-26 00:49:44,zone_7,Meeting Room,1,1,23.37,51.7,2.51,ACTIVE,23.0
2026-08-26 00:49:44,zone_8,Server Room,0,0,23.8,62.8,6.15,ACTIVE,23.0
2026-08-26 00:49:44,zone_9,Corridor,0,0,27.03,58.3,3.4,ACTIVE,23.0
2026-08-26 00:49:44,zone_10,Auditorium,1,1,26.48,50.4,19.49,ACTIVE,23.0
2026-08-26 01:04:44,zone_1,Classroom 1,1,1,25.99,61.7,6.08,ACTIVE,23.0
2026-08-26 01:04:44,zone_2,Classroom 2,1,1,25.1,56.5,5.04,ACTIVE,23.0
2026-08-26 01:04:44,zone_3,Lab 1,0,0,26.3,53.8,9.05,ACTIVE,23.0
2026-08-26 01:04:44,zone_4,Lab 2,1,1,24.26,63.6,5.75,ACTIVE,23.0
2026-08-26 01:04:44,zone_5,Office 1,1,1,25.21,64.7,3.38,ACTIVE,23.0
2026-08-26 01:04:44,zone_6,Office 2,1,1,24.83,57.1,3.09,ACTIVE,23.0
2026-08-26 01:04:44,zone_7,Meeting Room,1,1,22.98,50.8,2.15,ACTIVE,23.0
2026-08-26 01:04:44,zone_8,Server Room,0,0,23.85,64.3,6.25,ACTIVE,23.0
2026-08-26 01:04:44,zone_9,Corridor,0,0,25.26,55.5,2.44,ACTIVE,23.0
2026-08-26 01:04:44,zone_10,Auditorium,0,0,27.37,50.4,21.25,ACTIVE,23.0
2026-08-26 01:19:44,zone_1,Classroom 1,0,0,23.55,61.4,3.19,ACTIVE,23.0
2026-08-26 01:19:44,zone_2,Classroom 2,1,1,24.11,57.5,3.88,ACTIVE,23.0
2026-08-26 01:19:44,zone_3,Lab 1,1,1,25.48,53.5,7.76,ACTIVE,23.0
2026-08-26 01:19:44,zone_4,Lab 2,1,1,24.12,50.5,5.52,ACTIVE,23.0
2026-08-26 01:19:44,zone_5,Office 1,1,1,23.42,58.3,2.02,ACTIVE,23.0
2026-08-26 01:19:44,zone_6,Office 2,1,1,23.29,62.5,1.92,ACTIVE,23.0
2026-08-26 01:19:44,zone_7,Meeting Room,0,0,25.5,56.7,4.51,ACTIVE,23.0
2026-08-26 01:19:44,zone_8,Server Room,2,2,23.11,64.5,5.85,ACTIVE,23.0
2026-08-26 01:19:44,zone_9,Corridor,3,3,27.18,52.9,3.44,ACTIVE,23.0
2026-08-26 01:19:44,zone_10,Auditorium,0,0,25.51,50.8,16.13,ACTIVE,23.0
2026-08-26 01:34:44,zone_1,Classroom 1,1,1,23.8,61.5,3.52,ACTIVE,23.0
2026-08-26 01:34:44,zone_2,Classroom 2,1,1,24.85,51.2,4.75,ACTIVE,23.0
2026-08-26 01:34:44,zone_3,Lab 1,1,1,25.06,55.8,7.07,ACTIVE,23.0
2026-08-26 01:34:44,zone_4,Lab 2,1,1,25.78,57.8,8.26,ACTIVE,23.0
2026-08-26 01:34:44,zone_5,Office 1,0,0,24.79,50.8,3.0,ACTIVE,23.0
2026-08-26 01:34:44,zone_6,Office 2,0,0,24.18,58.0,2.54,ACTIVE,23.0
2026-08-26 01:34:44,zone_7,Meeting Room,0,0,23.22,54.1,2.31,ACTIVE,23.0
2026-08-26 01:34:44,zone_8,Server Room,2,2,22.16,64.2,5.62,ACTIVE,23.0
2026-08-26 01:34:44,zone_9,Corridor,2,2,24.83,61.2,2.23,ACTIVE,23.0
2026-08-26 01:34:44,zone_10,Auditorium,0,0,25.38,57.7,15.68,ACTIVE,23.0
2026-08-26 01:49:44,zone_1,Classroom 1,1,1,23.06,54.6,2.66,ACTIVE,23.0
2026-08-26 01:49:44,zone_2,Classroom 2,0,0,26.1,53.8,6.17,ACTIVE,23.0
2026-08-26 01:49:44,zone_3,Lab 1,0,0,24.0,52.5,5.25,ACTIVE,23.0
2026-08-26 01:49:44,zone_4,Lab 2,0,0,25.21,57.4,7.25,ACTIVE,23.0
2026-08-26 01:49:44,zone_5,Office 1,0,0,23.09,50.6,1.72,ACTIVE,23.0
2026-08-26 01:49:44,zone_6,Office 2,1,1,22.63,59.7,1.71,ACTIVE,23.0
2026-08-26 01:49:44,zone_7,Meeting Room,0,0,23.39,62.1,2.48,ACTIVE,23.0
2026-08-26 01:49:44,zone_8,Server Room,1,1,23.27,51.7,5.62,ACTIVE,23.0
2026-08-26 01:49:44,zone_9,Corridor,2,2,24.75,54.6,2.19,ACTIVE,23.0
2026-08-26 01:49:44,zone_10,Auditorium,0,0,27.56,52.2,21.25,ACTIVE,23.0
2026-08-26 02:04:44,zone_1,Classroom 1,0,0,25.85,59.2,5.88,ACTIVE,23.0
2026-08-26 02:04:44,zone_2,Classroom 2,0,0,24.67,57.4,4.5,ACTIVE,23.0
2026-08-26 02:04:44,zone_3,Lab 1,0,0,24.35,53.1,5.83,ACTIVE,23.0
2026-08-26 02:04:44,zone_4,Lab 2,1,1,24.15,54.0,5.57,ACTIVE,23.0
2026-08-26 02:04:44,zone_5,Office 1,1,1,23.79,54.5,2.3,ACTIVE,23.0
2026-08-26 02:04:44,zone_6,Office 2,1,1,25.25,53.4,3.41,ACTIVE,23.0
2026-08-26 02:04:44,zone_7,Meeting Room,1,1,25.43,64.5,4.49,ACTIVE,23.0
2026-08-26 02:04:44,zone_8,Server Room,1,1,22.89,63.7,5.06,ACTIVE,23.0
2026-08-26 02:04:44,zone_9,Corridor,2,2,26.13,61.6,2.95,ACTIVE,23.0
2026-08-26 02:04:44,zone_10,Auditorium,1,1,26.91,64.5,20.97,ACTIVE,23.0
2026-08-26 02:19:44,zone_1,Classroom 1,0,0,25.84,59.1,5.87,ACTIVE,23.0
2026-08-26 02:19:44,zone_2,Classroom 2,0,0,26.14,50.3,6.22,ACTIVE,23.0
2026-08-26 02:19:44,zone_3,Lab 1,1,1,25.19,55.0,7.29,ACTIVE,23.0
2026-08-26 02:19:44,zone_4,Lab 2,1,1,24.93,54.2,6.86,ACTIVE,23.0
2026-08-26 02:19:44,zone_5,Office 1,0,0,24.48,54.9,2.77,ACTIVE,23.0
2026-08-26 02:19:44,zone_6,Office 2,1,1,23.0,59.0,1.71,ACTIVE,23.0
2026-08-26 02:19:44,zone_7,Meeting Room,0,0,22.91,51.8,2.1,ACTIVE,23.0
2026-08-26 02:19:44,zone_8,Server Room,1,1,23.01,50.8,5.08,ACTIVE,23.0
2026-08-26 02:19:44,zone_9,Corridor,3,3,25.48,63.6,2.6,ACTIVE,23.0
2026-08-26 02:19:44,zone_10,Auditorium,0,0,27.94,53.1,21.25,ACTIVE,23.0
2026-08-26 02:34:44,zone_1,Classroom 1,1,1,24.93,62.6,4.84,ACTIVE,23.0
2026-08-26 02:34:44,zone_2,Classroom 2,1,1,26.1,59.6,6.21,ACTIVE,23.0
2026-08-26 02:34:44,zone_3,Lab 1,0,0,26.57,56.3,9.49,ACTIVE,23.0
2026-08-26 02:34:44,zone_4,Lab 2,0,0,25.92,59.1,8.42,ACTIVE,23.0
2026-08-26 02:34:44,zone_5,Office 1,1,1,22.69,58.0,1.71,ACTIVE,23.0
2026-08-26 02:34:44,zone_6,Office 2,1,1,25.2,52.4,3.37,ACTIVE,23.0
2026-08-26 02:34:44,zone_7,Meeting Room,0,0,22.82,59.7,2.1,ACTIVE,23.0
2026-08-26 02:34:44,zone_8,Server Room,0,0,23.65,60.4,5.84,ACTIVE,23.0
2026-08-26 02:34:44,zone_9,Corridor,3,3,26.81,55.1,3.33,ACTIVE,23.0
2026-08-26 02:34:44,zone_10,Auditorium,1,1,26.3,55.2,18.87,ACTIVE,23.0
2026-08-26 02:49:44,zone_1,Classroom 1,0,0,23.92,59.6,3.63,ACTIVE,23.0
2026-08-26 02:49:44,zone_2,Classroom 2,1,1,23.66,61.0,3.36,ACTIVE,23.0
2026-08-26 02:49:44,zone_3,Lab 1,0,0,24.51,57.2,6.09,ACTIVE,23.0
2026-08-26 02:49:44,zone_4,Lab 2,1,1,26.82,55.5,9.97,ACTIVE,23.0
2026-08-26 02:49:44,zone_5,Office 1,0,0,24.14,62.0,2.51,ACTIVE,23.0
2026-08-26 02:49:44,zone_6,Office 2,0,0,25.25,61.2,3.35,ACTIVE,23.0
2026-08-26 02:49:44,zone_7,Meeting Room,0,0,23.73,58.8,2.8,ACTIVE,23.0
2026-08-26 02:49:44,zone_8,Server Room,2,2,23.47,53.5,6.59,ACTIVE,23.0
2026-08-26 02:49:44,zone_9,Corridor,0,0,25.65,51.3,2.66,ACTIVE,23.0
2026-08-26 02:49:44,zone_10,Auditorium,1,1,26.4,57.7,19.22,ACTIVE,23.0
2026-08-26 03:04:44,zone_1,Classroom 1,0,0,23.2,50.6,2.78,ACTIVE,23.0
2026-08-26 03:04:44,zone_2,Classroom 2,0,0,25.9,63.3,5.94,ACTIVE,23.0
2026-08-26 03:04:44,zone_3,Lab 1,1,1,23.91,59.2,5.17,ACTIVE,23.0
2026-08-26 03:04:44,zone_4,Lab 2,0,0,26.38,51.1,9.18,ACTIVE,23.0
2026-08-26 03:04:44,zone_5,Office 1,0,0,24.21,62.1,2.57,ACTIVE,23.0
2026-08-26 03:04:44,zone_6,Office 2,1,1,24.2,55.6,2.61,ACTIVE,23.0
2026-08-26 03:04:44,zone_7,Meeting Room,0,0,22.98,61.7,2.1,ACTIVE,23.0
2026-08-26 03:04:44,zone_8,Server Room,2,2,22.0,56.0,5.62,ACTIVE,23.0
2026-08-26 03:04:44,zone_9,Corridor,3,3,25.33,59.4,2.52,ACTIVE,23.0
2026-08-26 03:04:44,zone_10,Auditorium,1,1,26.85,57.3,20.76,ACTIVE,23.0
2026-08-26 03:19:44,zone_1,Classroom 1,1,1,24.22,62.6,4.01,ACTIVE,23.0
2026-08-26 03:19:44,zone_2,Classroom 2,0,0,24.46,58.9,4.26,ACTIVE,23.0
2026-08-26 03:19:44,zone_3,Lab 1,0,0,24.04,61.7,5.32,ACTIVE,23.0
2026-08-26 03:19:44,zone_4,Lab 2,1,1,25.45,64.0,7.71,ACTIVE,23.0
2026-08-26 03:19:44,zone_5,Office 1,0,0,24.37,55.4,2.69,ACTIVE,23.0
2026-08-26 03:19:44,zone_6,Office 2,0,0,25.26,64.7,3.36,ACTIVE,23.0
2026-08-26 03:19:44,zone_7,Meeting Room,1,1,23.53,61.6,2.66,ACTIVE,23.0
2026-08-26 03:19:44,zone_8,Server Room,2,2,22.69,60.5,5.62,ACTIVE,23.0
2026-08-26 03:19:44,zone_9,Corridor,3,3,24.71,54.7,2.18,ACTIVE,23.0
2026-08-26 03:19:44,zone_10,Auditorium,0,0,25.47,55.7,15.99,ACTIVE,23.0
2026-08-26 03:34:44,zone_1,Classroom 1,1,1,25.0,50.4,4.92,ACTIVE,23.0
2026-08-26 03:34:44,zone_2,Classroom 2,1,1,24.66,51.4,4.53,ACTIVE,23.0
2026-08-26 03:34:44,zone_3,Lab 1,1,1,25.46,53.1,7.73,ACTIVE,23.0
2026-08-26 03:34:44,zone_4,Lab 2,0,0,24.1,60.2,5.42,ACTIVE,23.0
2026-08-26 03:34:44,zone_5,Office 1,1,1,22.82,54.8,1.71,ACTIVE,23.0
2026-08-26 03:34:44,zone_6,Office 2,0,0,22.55,59.6,1.65,ACTIVE,23.0
2026-08-26 03:34:44,zone_7,Meeting Room,0,0,25.45,55.7,4.46,ACTIVE,23.0
2026-08-26 03:34:44,zone_8,Server Room,1,1,23.23,53.4,5.54,ACTIVE,23.0
2026-08-26 03:34:44,zone_9,Corridor,3,3,26.59,54.6,3.21,ACTIVE,23.0
2026-08-26 03:34:44,zone_10,Auditorium,1,1,27.82,56.0,21.28,ACTIVE,23.0
2026-08-26 03:49:44,zone_1,Classroom 1,1,1,24.03,62.6,3.79,ACTIVE,23.0
2026-08-26 03:49:44,zone_2,Classroom 2,0,0,24.1,50.6,3.84,ACTIVE,23.0
2026-08-26 03:49:44,zone_3,Lab 1,1,1,23.92,52.1,5.19,ACTIVE,23.0
2026-08-26 03:49:44,zone_4,Lab 2,1,1,26.17,51.3,8.9,ACTIVE,23.0
2026-08-26 03:49:44,zone_5,Office 1,1,1,25.28,59.8,3.43,ACTIVE,23.0
2026-08-26 03:49:44,zone_6,Office 2,0,0,25.36,52.2,3.43,ACTIVE,23.0
2026-08-26 03:49:44,zone_7,Meeting Room,1,1,24.37,64.0,3.47,ACTIVE,23.0
2026-08-26 03:49:44,zone_8,Server Room,2,2,24.29,61.3,8.29,ACTIVE,23.0
2026-08-26 03:49:44,zone_9,Corridor,1,1,25.22,52.0,2.43,ACTIVE,23.0
2026-08-26 03:49:44,zone_10,Auditorium,1,1,26.23,58.2,18.63,ACTIVE,23.0
2026-08-26 04:04:44,zone_1,Classroom 1,1,1,25.81,51.0,5.87,ACTIVE,23.0
2026-08-26 04:04:44,zone_2,Classroom 2,1,1,25.7,54.9,5.74,ACTIVE,23.0
2026-08-26 04:04:44,zone_3,Lab 1,0,0,25.35,60.7,7.48,ACTIVE,23.0
2026-08-26 04:04:44,zone_4,Lab 2,0,0,26.49,55.1,9.36,ACTIVE,23.0
2026-08-26 04:04:44,zone_5,Office 1,1,1,25.15,51.6,3.33,ACTIVE,23.0
2026-08-26 04:04:44,zone_6,Office 2,1,1,24.71,61.1,3.0,ACTIVE,23.0
2026-08-26 04:04:44,zone_7,Meeting Room,0,0,25.69,57.6,4.69,ACTIVE,23.0
2026-08-26 04:04:44,zone_8,Server Room,0,0,21.86,51.5,4.5,ACTIVE,23.0
2026-08-26 04:04:44,zone_9,Corridor,0,0,25.54,55.3,2.6,ACTIVE,23.0
2026-08-26 04:04:44,zone_10,Auditorium,0,0,25.08,54.4,14.65,ACTIVE,23.0
2026-08-26 04:19:44,zone_1,Classroom 1,0,0,23.84,61.9,3.53,ACTIVE,23.0
2026-08-26 04:19:44,zone_2,Classroom 2,0,0,23.77,60.8,3.45,ACTIVE,23.0
2026-08-26 04:19:44,zone_3,Lab 1,1,1,24.56,58.3,6.25,ACTIVE,23.0
2026-08-26 04:19:44,zone_4,Lab 2,1,1,24.75,60.2,6.56,ACTIVE,23.0
2026-08-26 04:19:44,zone_5,Office 1,0,0,23.47,62.1,2.01,ACTIVE,23.0
2026-08-26 04:19:44,zone_6,Office 2,1,1,23.9,64.1,2.39,ACTIVE,23.0
2026-08-26 04:19:44,zone_7,Meeting Room,1,1,25.5,59.9,4.56,ACTIVE,23.0
2026-08-26 04:19:44,zone_8,Server Room,0,0,22.99,58.4,4.5,ACTIVE,23.0
2026-08-26 04:19:44,zone_9,Corridor,3,3,26.18,61.9,2.98,ACTIVE,23.0
2026-08-26 04:19:44,zone_10,Auditorium,1,1,25.83,59.4,17.26,ACTIVE,23.0
2026-08-26 04:34:44,zone_1,Classroom 1,1,1,25.29,53.4,5.26,ACTIVE,23.0
2026-08-26 04:34:44,zone_2,Classroom 2,0,0,24.9,54.4,4.77,ACTIVE,23.0
2026-08-26 04:34:44,zone_3,Lab 1,0,0,24.13,59.1,5.46,ACTIVE,23.0
2026-08-26 04:34:44,zone_4,Lab 2,0,0,25.63,50.7,7.94,ACTIVE,23.0
2026-08-26 04:34:44,zone_5,Office 1,1,1,23.73,50.5,2.26,ACTIVE,23.0
2026-08-26 04:34:44,zone_6,Office 2,0,0,25.13,52.6,3.26,ACTIVE,23.0
2026-08-26 04:34:44,zone_7,Meeting Room,1,1,22.92,61.5,2.15,ACTIVE,23.0
2026-08-26 04:34:44,zone_8,Server Room,1,1,23.53,64.4,6.16,ACTIVE,23.0
2026-08-26 04:34:44,zone_9,Corridor,1,1,26.32,60.0,3.04,ACTIVE,23.0
2026-08-26 04:34:44,zone_10,Auditorium,1,1,26.19,58.9,18.5,ACTIVE,23.0
2026-08-26 04:49:44,zone_1,Classroom 1,0,0,25.25,57.6,5.18,ACTIVE,23.0
2026-08-26 04:49:44,zone_2,Classroom 2,1,1,24.15,51.3,3.93,ACTIVE,23.0
2026-08-26 04:49:44,zone_3,Lab 1,0,0,24.92,63.3,6.77,ACTIVE,23.0
2026-08-26 04:49:44,zone_4,Lab 2,1,1,26.42,57.2,9.32,ACTIVE,23.0
2026-08-26 04:49:44,zone_5,Office 1,1,1,24.14,60.8,2.57,ACTIVE,23.0
2026-08-26 04:49:44,zone_6,Office 2,0,0,23.91,54.2,2.34,ACTIVE,23.0
2026-08-26 04:49:44,zone_7,Meeting Room,0,0,24.15,52.1,3.21,ACTIVE,23.0
2026-08-26 04:49:44,zone_8,Server Room,1,1,23.02,63.3,5.1,ACTIVE,23.0
2026-08-26 04:49:44,zone_9,Corridor,3,3,26.24,55.8,3.02,ACTIVE,23.0
2026-08-26 04:49:44,zone_10,Auditorium,0,0,26.03,64.1,17.92,ACTIVE,23.0
2026-08-26 05:04:44,zone_1,Classroom 1,1,1,23.52,63.2,3.19,ACTIVE,23.0
2026-08-26 05:04:44,zone_2,Classroom 2,0,0,24.3,60.9,4.07,ACTIVE,23.0
2026-08-26 05:04:44,zone_3,Lab 1,1,1,25.41,60.0,7.65,ACTIVE,23.0
2026-08-26 05:04:44,zone_4,Lab 2,1,1,25.18,56.9,7.27,ACTIVE,23.0
2026-08-26 05:04:44,zone_5,Office 1,0,0,23.82,63.5,2.27,ACTIVE,23.0
2026-08-26 05:04:44,zone_6,Office 2,1,1,24.95,64.0,3.18,ACTIVE,23.0
2026-08-26 05:04:44,zone_7,Meeting Room,0,0,25.36,57.0,4.37,ACTIVE,23.0
2026-08-26 05:04:44,zone_8,Server Room,1,1,22.62,58.8,5.06,ACTIVE,23.0
2026-08-26 05:04:44,zone_9,Corridor,2,2,24.6,59.9,2.1,ACTIVE,23.0
2026-08-26 05:04:44,zone_10,Auditorium,0,0,25.18,55.9,14.99,ACTIVE,23.0
2026-08-26 05:19:44,zone_1,Classroom 1,1,1,25.48,64.3,5.49,ACTIVE,23.0
2026-08-26 05:19:44,zone_2,Classroom 2,0,0,25.58,54.9,5.57,ACTIVE,23.0
2026-08-26 05:19:44,zone_3,Lab 1,1,1,24.41,52.5,6.0,ACTIVE,23.0
2026-08-26 05:19:44,zone_4,Lab 2,1,1,26.09,54.0,8.77,ACTIVE,23.0
2026-08-26 05:19:44,zone_5,Office 1,0,0,22.86,59.2,1.65,ACTIVE,23.0
2026-08-26 05:19:44,zone_6,Office 2,1,1,25.21,55.6,3.38,ACTIVE,23.0
2026-08-26 05:19:44,zone_7,Meeting Room,0,0,24.87,57.1,3.9,ACTIVE,23.0
2026-08-26 05:19:44,zone_8,Server Room,0,0,23.12,60.1,4.75,ACTIVE,23.0
2026-08-26 05:19:44,zone_9,Corridor,3,3,26.71,55.0,3.28,ACTIVE,23.0
2026-08-26 05:19:44,zone_10,Auditorium,1,1,27.7,55.2,21.28,ACTIVE,23.0
2026-08-26 05:34:44,zone_1,Classroom 1,0,0,25.15,63.0,5.06,ACTIVE,23.0
2026-08-26 05:34:44,zone_2,Classroom 2,0,0,24.51,62.5,4.31,ACTIVE,23.0
2026-08-26 05:34:44,zone_3,Lab 1,0,0,24.12,64.1,5.45,ACTIVE,23.0
2026-08-26 05:34:44,zone_4,Lab 2,0,0,24.35,56.4,5.83,ACTIVE,23.0
2026-08-26 05:34:44,zone_5,Office 1,0,0,24.43,61.0,2.73,ACTIVE,23.0
2026-08-26 05:34:44,zone_6,Office 2,1,1,23.13,55.1,1.8,ACTIVE,23.0
2026-08-26 05:34:44,zone_7,Meeting Room,0,0,24.45,55.7,3.5,ACTIVE,23.0
2026-08-26 05:34:44,zone_8,Server Room,1,1,21.49,54.9,5.06,ACTIVE,23.0
2026-08-26 05:34:44,zone_9,Corridor,0,0,27.35,63.8,3.4,ACTIVE,23.0
2026-08-26 05:34:44,zone_10,Auditorium,0,0,26.85,57.6,20.73,ACTIVE,23.0
2026-08-26 05:49:44,zone_1,Classroom 1,1,1,25.56,61.4,5.58,ACTIVE,23.0
2026-08-26 05:49:44,zone_2,Classroom 2,1,1,24.91,51.7,4.82,ACTIVE,23.0
2026-08-26 05:49:44,zone_3,Lab 1,1,1,25.31,61.6,7.48,ACTIVE,23.0
2026-08-26 05:49:44,zone_4,Lab 2,0,0,26.45,58.3,9.29,ACTIVE,23.0
2026-08-26 05:49:44,zone_5,Office 1,1,1,25.09,52.7,3.29,ACTIVE,23.0
2026-08-26 05:49:44,zone_6,Office 2,0,0,25.23,64.1,3.34,ACTIVE,23.0
2026-08-26 05:49:44,zone_7,Meeting Room,0,0,24.99,59.5,4.02,ACTIVE,23.0
2026-08-26 05:49:44,zone_8,Server Room,1,1,23.33,59.0,5.74,ACTIVE,23.0
2026-08-26 05:49:44,zone_9,Corridor,0,0,24.7,60.6,2.13,ACTIVE,23.0
2026-08-26 05:49:44,zone_10,Auditorium,0,0,25.7,52.3,16.78,ACTIVE,23.0
2026-08-26 06:04:44,zone_1,Classroom 1,3,3,26.02,60.2,6.19,ACTIVE,23.0
2026-08-26 06:04:44,zone_2,Classroom 2,4,4,25.77,56.4,5.93,ACTIVE,23.0
